flight_id,status,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,arrival_airport,city,timezone,model,range,ticket_no,amount,fare_conditions,boarding_no,seat_no,book_ref,passenger_id,book_date,total_amount
136383,Arrived,2017-01-25T10:05:00Z,2017-01-25T11:45:00Z,2017-01-25T10:09:00Z,2017-01-25T11:51:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333575   ,12200.00,Economy,60,6D,7C4207,8677 970914,2016-12-26T09:42:00Z,36400.00
136316,Arrived,2017-01-12T10:05:00Z,2017-01-12T11:45:00Z,2017-01-12T10:07:00Z,2017-01-12T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435171400   ,12200.00,Economy,126,6D,6E7949,9859 577555,2016-12-27T08:33:00Z,97600.00
136172,Arrived,2017-01-15T10:05:00Z,2017-01-15T11:45:00Z,2017-01-15T10:05:00Z,2017-01-15T11:44:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435171504   ,12200.00,Economy,92,6D,71099B,3711 831885,2017-01-02T22:41:00Z,48800.00
136345,Arrived,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,2017-01-24T13:32:00Z,2017-01-24T15:12:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435171737   ,12200.00,Economy,60,6D,6C5E94,3577 022350,2017-01-10T08:17:00Z,97600.00
136165,Arrived,2017-02-22T10:05:00Z,2017-02-22T11:45:00Z,2017-02-22T10:11:00Z,2017-02-22T11:52:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435172559   ,12200.00,Economy,98,6D,F8A41C,3672 393967,2017-02-04T06:42:00Z,73200.00
136266,Arrived,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435172697   ,12200.00,Economy,41,6D,9714C5,9446 655141,2017-02-08T15:01:00Z,73200.00
136458,Arrived,2017-01-02T10:05:00Z,2017-01-02T11:45:00Z,2017-01-02T10:07:00Z,2017-01-02T11:46:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432349676   ,12200.00,Economy,14,6D,606E49,6433 003995,2016-12-15T00:22:00Z,48800.00
136471,Arrived,2017-01-17T10:05:00Z,2017-01-17T11:45:00Z,2017-01-17T10:11:00Z,2017-01-17T11:51:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350164   ,12200.00,Economy,107,6D,6FDB65,7457 308820,2016-12-24T09:05:00Z,24400.00
136387,Arrived,2017-01-19T10:05:00Z,2017-01-19T11:45:00Z,2017-01-19T10:08:00Z,2017-01-19T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350449   ,12200.00,Economy,45,6D,C3F2AE,6472 091476,2017-01-01T10:03:00Z,24400.00
136463,Arrived,2017-01-20T10:05:00Z,2017-01-20T11:45:00Z,2017-01-20T10:06:00Z,2017-01-20T11:45:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350528   ,12200.00,Economy,44,6D,24C111,1093 993589,2016-12-30T19:23:00Z,24400.00
136310,Arrived,2017-01-22T10:05:00Z,2017-01-22T11:45:00Z,2017-01-22T10:07:00Z,2017-01-22T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350609   ,12200.00,Economy,21,6D,578BF3,4326 546195,2016-12-30T00:43:00Z,24400.00
136226,Arrived,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350940   ,12200.00,Economy,76,6D,8D9A6F,1853 710411,2017-01-05T05:01:00Z,24400.00
136411,Arrived,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351002   ,12200.00,Economy,49,6D,EAA8CC,9790 614591,2017-01-12T09:11:00Z,24400.00
136250,Arrived,2017-02-08T10:05:00Z,2017-02-08T11:45:00Z,2017-02-08T10:06:00Z,2017-02-08T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351230   ,12200.00,Economy,39,6D,CCDED0,5400 009855,2017-01-13T14:01:00Z,76800.00
136132,Arrived,2017-02-15T10:05:00Z,2017-02-15T11:45:00Z,2017-02-15T10:09:00Z,2017-02-15T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351596   ,12200.00,Economy,57,6D,651989,4487 235078,2017-01-20T06:03:00Z,97600.00
136268,Arrived,2017-02-16T10:05:00Z,2017-02-16T11:45:00Z,2017-02-16T10:08:00Z,2017-02-16T11:49:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351782   ,12200.00,Economy,5,6D,DCBBAE,5167 854786,2017-01-20T10:01:00Z,97600.00
136428,Arrived,2017-01-21T10:05:00Z,2017-01-21T11:45:00Z,2017-01-21T10:08:00Z,2017-01-21T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435489547   ,12200.00,Economy,56,6D,F30179,0459 309159,2017-01-06T13:27:00Z,198200.00
136403,Arrived,2017-02-20T10:05:00Z,2017-02-20T11:45:00Z,2017-02-20T10:06:00Z,2017-02-20T11:46:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351944   ,12200.00,Economy,51,6D,6A0419,9032 590165,2017-01-25T15:41:00Z,24400.00
136366,Arrived,2017-01-11T10:05:00Z,2017-01-11T11:45:00Z,2017-01-11T10:08:00Z,2017-01-11T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432349900   ,12200.00,Economy,51,6D,E81696,7812 552631,2016-12-16T01:41:00Z,48800.00
136436,Arrived,2017-01-26T10:05:00Z,2017-01-26T11:45:00Z,2017-01-26T10:08:00Z,2017-01-26T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350786   ,12200.00,Economy,31,6D,0502D7,4444 440381,2017-01-01T10:23:00Z,48800.00
136322,Arrived,2017-02-06T10:05:00Z,2017-02-06T11:45:00Z,2017-02-06T10:11:00Z,2017-02-06T11:52:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351303   ,12200.00,Economy,47,6D,7D47FE,8291 626660,2017-01-18T17:04:00Z,24400.00
136348,Arrived,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351496   ,12200.00,Economy,83,6D,33A7EE,7876 000563,2017-01-20T00:40:00Z,73200.00
136146,Arrived,2017-02-09T10:05:00Z,2017-02-09T11:45:00Z,2017-02-09T10:08:00Z,2017-02-09T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351523   ,12200.00,Economy,9,6D,0A3E7A,4852 119143,2017-01-21T03:25:00Z,100000.00
136452,Arrived,2017-02-17T10:05:00Z,2017-02-17T11:45:00Z,2017-02-17T10:08:00Z,2017-02-17T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351600   ,12200.00,Economy,2,6D,E2BA05,3219 186563,2017-01-20T00:36:00Z,48800.00
136181,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333667   ,12200.00,Economy,58,6D,C54310,2623 035757,2017-01-04T22:10:00Z,85400.00
136130,Arrived,2017-02-13T10:05:00Z,2017-02-13T11:45:00Z,2017-02-13T10:07:00Z,2017-02-13T11:46:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333879   ,12200.00,Economy,57,6D,FA6321,3760 431444,2017-01-24T15:48:00Z,72800.00
136249,Arrived,2017-02-14T10:05:00Z,2017-02-14T11:45:00Z,2017-02-14T10:08:00Z,2017-02-14T11:46:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333883   ,12200.00,Economy,43,6D,285D15,7137 243495,2017-01-20T05:14:00Z,48400.00
136423,Arrived,2017-01-10T10:05:00Z,2017-01-10T11:45:00Z,2017-01-10T10:12:00Z,2017-01-10T11:52:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432349834   ,12200.00,Economy,16,6D,04AA2A,2472 163260,2016-12-15T13:17:00Z,48800.00
136275,Arrived,2017-01-13T10:05:00Z,2017-01-13T11:45:00Z,2017-01-13T10:08:00Z,2017-01-13T11:46:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432349990   ,12200.00,Economy,90,6D,F8D9DD,8203 722506,2016-12-15T04:26:00Z,48800.00
136185,Arrived,2017-01-14T10:05:00Z,2017-01-14T11:45:00Z,2017-01-14T10:06:00Z,2017-01-14T11:49:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350101   ,12200.00,Economy,74,6D,DAFF58,9858 609339,2016-12-17T19:00:00Z,24400.00
136486,Arrived,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350922   ,12200.00,Economy,10,6D,9C281E,0929 278180,2017-01-07T16:43:00Z,48800.00
136135,Arrived,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351008   ,12200.00,Economy,55,6D,939EBD,3975 821746,2017-01-08T04:58:00Z,48800.00
136439,Arrived,2017-02-25T10:05:00Z,2017-02-25T11:45:00Z,2017-02-25T10:08:00Z,2017-02-25T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432352126   ,12200.00,Economy,98,6D,D746D9,3225 530419,2017-01-29T11:41:00Z,48800.00
136209,Arrived,2017-01-06T10:05:00Z,2017-01-06T11:45:00Z,2017-01-06T10:09:00Z,2017-01-06T11:49:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432362688   ,12200.00,Economy,46,6D,48A6A2,1085 128110,2016-12-12T14:03:00Z,198300.00
136293,Arrived,2017-01-23T10:05:00Z,2017-01-23T11:45:00Z,2017-01-23T10:09:00Z,2017-01-23T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432362748   ,12200.00,Economy,48,6D,547488,2123 535031,2016-12-27T04:31:00Z,53200.00
136131,Arrived,2017-01-28T10:05:00Z,2017-01-28T11:45:00Z,2017-01-28T10:07:00Z,2017-01-28T11:46:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333689   ,12200.00,Economy,13,6D,37ABB6,1105 155565,2017-01-06T17:18:00Z,109200.00
136441,Arrived,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333774   ,12200.00,Economy,7,6D,A89EFF,1766 072024,2017-01-14T16:33:00Z,109200.00
136178,Arrived,2017-01-29T10:05:00Z,2017-01-29T11:45:00Z,2017-01-29T10:10:00Z,2017-01-29T11:49:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435171877   ,12200.00,Economy,55,6D,23FC65,9796 455681,2017-01-09T04:08:00Z,48800.00
136320,Arrived,2017-02-19T10:05:00Z,2017-02-19T11:45:00Z,2017-02-19T10:05:00Z,2017-02-19T11:45:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435172482   ,12200.00,Economy,97,6D,5CF0C0,9908 151450,2017-01-31T21:44:00Z,97600.00
136351,Arrived,2017-02-26T10:05:00Z,2017-02-26T11:45:00Z,2017-02-26T10:13:00Z,2017-02-26T11:53:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435172683   ,12200.00,Economy,42,6D,669DE4,9309 998335,2017-02-09T17:01:00Z,24400.00
136159,Arrived,2017-01-04T10:05:00Z,2017-01-04T11:45:00Z,2017-01-04T10:07:00Z,2017-01-04T11:45:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435171173   ,12200.00,Economy,90,6D,2C2505,0595 024334,2016-12-14T01:41:00Z,73200.00
136159,Arrived,2017-01-04T10:05:00Z,2017-01-04T11:45:00Z,2017-01-04T10:07:00Z,2017-01-04T11:45:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333367   ,12200.00,Economy,83,6E,958760,1634 879595,2016-12-13T08:08:00Z,48400.00
136250,Arrived,2017-02-08T10:05:00Z,2017-02-08T11:45:00Z,2017-02-08T10:06:00Z,2017-02-08T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333770   ,12200.00,Economy,36,6E,E00214,7493 063039,2017-01-12T23:00:00Z,109200.00
136165,Arrived,2017-02-22T10:05:00Z,2017-02-22T11:45:00Z,2017-02-22T10:11:00Z,2017-02-22T11:52:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333957   ,12200.00,Economy,76,6E,DCC2B7,1197 936045,2017-01-29T22:29:00Z,97400.00
136360,Arrived,2017-02-05T10:05:00Z,2017-02-05T11:45:00Z,2017-02-05T10:08:00Z,2017-02-05T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333721   ,12200.00,Economy,47,6E,E06109,6618 572457,2017-01-08T14:49:00Z,36400.00
136463,Arrived,2017-01-20T10:05:00Z,2017-01-20T11:45:00Z,2017-01-20T10:06:00Z,2017-01-20T11:45:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333627   ,12200.00,Economy,45,6E,8E3710,4324 968236,2017-01-01T19:00:00Z,73400.00
136282,Arrived,2017-01-16T10:05:00Z,2017-01-16T11:45:00Z,2017-01-16T10:07:00Z,2017-01-16T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333531   ,12200.00,Economy,40,6E,326852,3922 934484,2016-12-24T09:56:00Z,73400.00
136316,Arrived,2017-01-12T10:05:00Z,2017-01-12T11:45:00Z,2017-01-12T10:07:00Z,2017-01-12T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432349969   ,12200.00,Economy,124,6E,5A7341,8680 714598,2016-12-16T10:31:00Z,73200.00
136264,Arrived,2017-02-18T10:05:00Z,2017-02-18T11:45:00Z,2017-02-18T10:07:00Z,2017-02-18T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333901   ,12200.00,Economy,38,6E,CDE6E6,0770 675962,2017-01-26T14:38:00Z,182600.00
136403,Arrived,2017-02-20T10:05:00Z,2017-02-20T11:45:00Z,2017-02-20T10:06:00Z,2017-02-20T11:46:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5434147767   ,12200.00,Economy,55,6E,D51645,6105 886918,2017-02-03T21:38:00Z,72800.00
136310,Arrived,2017-01-22T10:05:00Z,2017-01-22T11:45:00Z,2017-01-22T10:07:00Z,2017-01-22T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350549   ,12200.00,Economy,19,6E,B0498A,1783 428927,2017-01-01T13:51:00Z,24400.00
136471,Arrived,2017-01-17T10:05:00Z,2017-01-17T11:45:00Z,2017-01-17T10:11:00Z,2017-01-17T11:51:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350550   ,12200.00,Economy,112,6E,33C3A2,0613 937916,2016-12-28T18:10:00Z,48800.00
136209,Arrived,2017-01-06T10:05:00Z,2017-01-06T11:45:00Z,2017-01-06T10:09:00Z,2017-01-06T11:49:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432349726   ,12200.00,Economy,96,6E,A64EE8,3495 777040,2016-12-13T17:03:00Z,74400.00
136185,Arrived,2017-01-14T10:05:00Z,2017-01-14T11:45:00Z,2017-01-14T10:06:00Z,2017-01-14T11:49:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350020   ,12200.00,Economy,75,6E,2714BF,3144 229200,2016-12-22T01:36:00Z,48800.00
136275,Arrived,2017-01-13T10:05:00Z,2017-01-13T11:45:00Z,2017-01-13T10:08:00Z,2017-01-13T11:46:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350105   ,12200.00,Economy,92,6E,9DA8C4,5106 330092,2016-12-20T03:05:00Z,24400.00
136389,Arrived,2017-01-18T10:05:00Z,2017-01-18T11:45:00Z,2017-01-18T10:10:00Z,2017-01-18T11:50:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350273   ,12200.00,Economy,88,6E,98BC34,0800 106175,2016-12-26T22:57:00Z,73200.00
136293,Arrived,2017-01-23T10:05:00Z,2017-01-23T11:45:00Z,2017-01-23T10:09:00Z,2017-01-23T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350542   ,12200.00,Economy,37,6E,66AE23,8557 442044,2016-12-31T03:59:00Z,24400.00
136436,Arrived,2017-01-26T10:05:00Z,2017-01-26T11:45:00Z,2017-01-26T10:08:00Z,2017-01-26T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350608   ,12200.00,Economy,39,6E,66C7BF,8598 366303,2016-12-28T10:41:00Z,24400.00
136226,Arrived,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350983   ,12200.00,Economy,84,6E,DC201F,9545 067660,2017-01-10T15:43:00Z,48800.00
136441,Arrived,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351115   ,12200.00,Economy,12,6E,9BB187,1456 097517,2017-01-14T02:19:00Z,24400.00
136135,Arrived,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351159   ,12200.00,Economy,56,6E,63E800,7859 182104,2017-01-08T11:04:00Z,73200.00
136132,Arrived,2017-02-15T10:05:00Z,2017-02-15T11:45:00Z,2017-02-15T10:09:00Z,2017-02-15T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351662   ,12200.00,Economy,52,6E,2D8552,7499 262272,2017-01-17T00:45:00Z,50000.00
136269,Arrived,2017-02-11T10:05:00Z,2017-02-11T11:45:00Z,2017-02-11T10:13:00Z,2017-02-11T11:53:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351687   ,12200.00,Economy,36,6E,4899A0,2884 779246,2017-01-22T05:20:00Z,48800.00
136120,Arrived,2017-02-24T10:05:00Z,2017-02-24T11:45:00Z,2017-02-24T10:07:00Z,2017-02-24T11:46:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351888   ,12200.00,Economy,24,6E,23608D,4812 419074,2017-01-25T18:47:00Z,74400.00
136266,Arrived,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432352365   ,12200.00,Economy,36,6E,23961D,7776 946247,2017-02-07T17:40:00Z,48800.00
136411,Arrived,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432362795   ,12200.00,Economy,60,6E,CD51FB,4074 160041,2017-01-12T05:06:00Z,106400.00
136172,Arrived,2017-01-15T10:05:00Z,2017-01-15T11:45:00Z,2017-01-15T10:05:00Z,2017-01-15T11:44:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435722661   ,12200.00,Economy,90,6E,87933D,6915 304029,2016-12-28T12:41:00Z,168400.00
136420,Arrived,2017-01-01T10:05:00Z,2017-01-01T11:45:00Z,2017-01-01T10:09:00Z,2017-01-01T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435171109   ,12200.00,Economy,43,6E,F57D04,5551 736796,2016-12-20T01:54:00Z,97600.00
136146,Arrived,2017-02-09T10:05:00Z,2017-02-09T11:45:00Z,2017-02-09T10:08:00Z,2017-02-09T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435172202   ,12200.00,Economy,5,6E,C0BB9E,4284 850481,2017-01-27T14:23:00Z,24400.00
136202,Arrived,2017-01-05T10:05:00Z,2017-01-05T11:45:00Z,2017-01-05T10:07:00Z,2017-01-05T11:49:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435171217   ,12200.00,Economy,62,6E,D9089B,0840 415532,2016-12-20T14:03:00Z,48800.00
136345,Arrived,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,2017-01-24T13:32:00Z,2017-01-24T15:12:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435171739   ,12200.00,Economy,61,6E,E11178,5234 008457,2017-01-07T13:30:00Z,24400.00
136131,Arrived,2017-01-28T10:05:00Z,2017-01-28T11:45:00Z,2017-01-28T10:07:00Z,2017-01-28T11:46:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435171865   ,12200.00,Economy,19,6E,A85EFC,5718 909720,2017-01-08T04:42:00Z,24400.00
136366,Arrived,2017-01-11T10:05:00Z,2017-01-11T11:45:00Z,2017-01-11T10:08:00Z,2017-01-11T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432349953   ,12200.00,Economy,59,6E,4D96FD,2860 353341,2016-12-20T09:10:00Z,24400.00
136178,Arrived,2017-01-29T10:05:00Z,2017-01-29T11:45:00Z,2017-01-29T10:10:00Z,2017-01-29T11:49:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350782   ,12200.00,Economy,54,6E,35A1F9,5314 247211,2016-12-30T13:52:00Z,24400.00
136249,Arrived,2017-02-14T10:05:00Z,2017-02-14T11:45:00Z,2017-02-14T10:08:00Z,2017-02-14T11:46:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351538   ,12200.00,Economy,55,6E,BDEBBF,7416 823135,2017-01-21T16:32:00Z,73200.00
136204,Arrived,2017-02-23T10:05:00Z,2017-02-23T11:45:00Z,2017-02-23T10:06:00Z,2017-02-23T11:46:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432352194   ,12200.00,Economy,6,6E,2D8BB1,2305 161360,2017-02-03T20:24:00Z,75600.00
136464,Arrived,2017-01-09T10:05:00Z,2017-01-09T11:45:00Z,2017-01-09T10:07:00Z,2017-01-09T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5434147266   ,12200.00,Economy,1,6E,DBDDDA,2668 242237,2016-12-25T23:43:00Z,36400.00
136215,Arrived,2017-02-28T10:05:00Z,2017-02-28T11:45:00Z,2017-02-28T10:09:00Z,2017-02-28T11:49:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435722743   ,12200.00,Economy,86,6E,99C5F7,1457 146354,2017-02-11T20:49:00Z,49100.00
136383,Arrived,2017-01-25T10:05:00Z,2017-01-25T11:45:00Z,2017-01-25T10:09:00Z,2017-01-25T11:51:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435171775   ,12200.00,Economy,65,6E,FE636D,2320 495565,2017-01-09T03:41:00Z,25600.00
136458,Arrived,2017-01-02T10:05:00Z,2017-01-02T11:45:00Z,2017-01-02T10:07:00Z,2017-01-02T11:46:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333362   ,12200.00,Economy,13,6E,8A4DB0,7521 553174,2016-12-12T11:43:00Z,48400.00
136485,Arrived,2017-01-27T10:05:00Z,2017-01-27T11:45:00Z,2017-01-27T10:07:00Z,2017-01-27T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5435171832   ,12200.00,Economy,89,6E,D0CD53,4117 843069,2017-01-14T12:18:00Z,48800.00
136119,Arrived,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333311   ,12200.00,Economy,41,6E,3DA603,0024 584709,2016-12-07T22:45:00Z,72800.00
136122,Arrived,2017-01-08T10:05:00Z,2017-01-08T11:45:00Z,2017-01-08T10:08:00Z,2017-01-08T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333450   ,12200.00,Economy,45,6E,A6788E,5289 003283,2016-12-17T14:17:00Z,109800.00
136320,Arrived,2017-02-19T10:05:00Z,2017-02-19T11:45:00Z,2017-02-19T10:05:00Z,2017-02-19T11:45:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333975   ,12200.00,Economy,87,6E,382EEC,5126 403297,2017-02-01T12:27:00Z,36400.00
136479,Arrived,2017-02-21T10:05:00Z,2017-02-21T11:45:00Z,2017-02-21T10:08:00Z,2017-02-21T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432333958   ,12200.00,Economy,5,6E,0283C7,7207 767955,2017-02-01T14:08:00Z,109200.00
136423,Arrived,2017-01-10T10:05:00Z,2017-01-10T11:45:00Z,2017-01-10T10:12:00Z,2017-01-10T11:52:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432349824   ,12200.00,Economy,92,6E,C30221,3625 182206,2016-12-17T10:11:00Z,48800.00
136428,Arrived,2017-01-21T10:05:00Z,2017-01-21T11:45:00Z,2017-01-21T10:08:00Z,2017-01-21T11:47:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350325   ,12200.00,Economy,57,6E,E50C83,5739 206738,2016-12-26T07:11:00Z,73200.00
136181,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432350993   ,12200.00,Economy,57,6E,60BF54,3648 392565,2017-01-11T08:29:00Z,24400.00
136322,Arrived,2017-02-06T10:05:00Z,2017-02-06T11:45:00Z,2017-02-06T10:11:00Z,2017-02-06T11:52:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351156   ,12200.00,Economy,54,6E,36B10E,2016 922030,2017-01-06T23:41:00Z,24400.00
136284,Arrived,2017-02-07T10:05:00Z,2017-02-07T11:45:00Z,2017-02-07T10:07:00Z,2017-02-07T11:48:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351304   ,12200.00,Economy,59,6E,1C93B5,1385 917729,2017-01-15T16:40:00Z,24400.00
136348,Arrived,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351384   ,12200.00,Economy,82,6E,C04213,0523 465318,2017-01-17T19:10:00Z,48800.00
136268,Arrived,2017-02-16T10:05:00Z,2017-02-16T11:45:00Z,2017-02-16T10:08:00Z,2017-02-16T11:49:00Z,SVO,Moscow,Europe/Moscow,Boeing 737-300,4200,5432351781   ,12200.00,Economy,67,6E,DCBBAE,2227 484806,2017-01-20T10:01:00Z,97600.00
